First_line,Author,References_or_purpose,TiS,AHB,AoV,All_together_books,NCH,Iona_books,CH4,UMH,VU_MV,StJ_StS,Lutheran_sources,Evangelical_Lutheran_Worship,Alleluia_Aotearoa_Faith_Forever_Singing,StF_FwS,Hymns_for_a_Pilgrim_People_Congregational,Presbyterian_Hymnal,Gather_2nd_Ed,Gather_comprehensive,Gather_Comprehensive_2,Ritual_Song,CP_Canada,CP_England,Column_24,Chalice,Zion_Still_Sings,The_Source,URW,Column_29,StF,Column_31,MP,Comments,Column_39,Column_40
All earth is waiting / All earth is hopeful / Toda la tierra espera al Salvador ,(Taule),Isa 40:3-5; Lk 3:1-20; Matt 1:23; Mark 13:33-37; James 5:7-10; ,,,,,NCH121,,,UMH210,VU005,,WoV629,ELW266,,,,,,,,,,,W&R163,Cha139,,,,,,,,"Fun tune, good words.",,
All earth was dark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MP008,,,
All for Jesus all for Jesus,(Sparrow-Stimpson),1 Co 2:1-12 (13-16); Matt 22:34-46; Ro 12:1-8; Ro 8:26-39,,,,,,,,,,,,,,A&M421,,,,,,,,CP(E) 277,W&R460,,,,,,StF341,,,,,
All for you ,,,,,,,,,,,,,,,,,,,,,,,,,,,,Srce2-11,,,,,,,,
All Glory Be to God on High ,(Decius),Lk 2:14,,,,,,,,,,,LBW166,ELW410,,A&M413,,PH133,,,,,,CP(E) 367,,,SP224,,,82Hml-421,,,,Not excited by this one.,,
All Glory Laud and Honor ,(Theodulph of Orleans),Ps 24; Ps 29; Ps 103:19-22; Matt 21:1–17; Mark 11:1-10; Rev 5:13;  John 12:12-19; Lk 19:29-44; John 12:12-15,TiS 333,AHB 250,,,NCH216,,CH364,UMH280,VU122,,LBW108,ELW344,GA309,A&M159,HPP179,PH088 / GtG196,,GC402,GC(II)421,G(3)498,CP181,CP(E) 128,W&R265,Cha192,,,,82Hml-154,StF262,Lau229,MP009,"NCH has best lyrics by far. GIA hymnals are okay, but not wonderful. Chalice has a nice descant part.",VALET WILL ICH DIR GEBEN,
All glory to the Father be,St Fulbert of Chartres,St Fulbert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,StF769,,,,,
All Hail King Jesus,Moody / Moreland,,,SiS219,,,,,,,,,,,,SFFS 2069,,,,,,,,,W&R92,,ZSS53,Srce7,,,,,MP011,,Can't imagine ever thinking this.,
All Hail The Lamb,(Bilbrough),Rev 5:12,,,,,,,,,,,,,,,,,,,,,,,,,,Srce8,,,,,MP012,,,
All hail the power of Jesus' name,(Perronet),Matt 22:41-46; Mark 12:35-39; 1 Co 15:1-11; 1 Peter 2:2-10; Phil 2:1-13; Lamentations 5:19; Rev 6:9-11; Rev 7:2-10; Lk 24:50-53; Lk 24:50-53; Isa 11:1; Isa 62:3 ; Phil 2:9–10; Rev 5:11–14; Rev 19:16,TiS 224,AHB 159,TOSB004,,NCH304,,CH457,UMH154/5,VU334,,LBW328 / LBW329,ELW634,,A&M223,HPP215,PH142/3 / GtG263,,GC485,GC(II)490,G(3)570,CP321/2,CP(E) 163,W&R100/106,Cha091 / Cha092,,Srce9,,82Hml-450,StF342,Lau323,MP013,"Maybe this would work. I love the tune DIADEM and CORONATION, but the words are terribly dated. Might need some words of introduction?",,
All Hail to God's Anointed ,Rockport,,,,,,,,,,,,,,,,,PH205 / GtG149,,,,,,,,,,,,,,,,,,
All hail to you O blessed morn,(Wallin),,,,,,,,,,,,LBW073,,,,,,,,,,,,,,,,,,,,,,WIE SCHON LEUCHTET,
All heaven declares,(Richards),Ps 19:1; Rev 5:12 ,,,,,,,CH426,,,,,,,A&M193,,,,,,,,,,,SP75,Srce10,,,StF293,Lau760,MP014,,,
All Heaven Waits,(Kendrick / Rolinson),,,,,,,,,,,,,,,,,,,,,,,,,,,Srce11,,,,,MP015,Goodness. This is quite apocalyptic and masculine and warlike.,,
All Honour All Glory,,,,,,,,,,,,,,,,,,,,,,,,,,,,Srce12,,,,,,,,
All I Ask Of You is forever to remember me,Norbet,Communion,,,AoV1-150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Doesn't grab me,,
All I have ,,,,,,,,,,,,,,,,,,,,,,,,,,,,Srce2-12,,,,,,,,
All I have in this world ,,,,,,,,,,,,,,,,,,,,,,,,,,,,Srce2-13,,,,,,,,
All I Know,,,,,,,,,,,,,,,,,,,,,,,,,,,,Srce13,,,,,,,,
All I Need Is You,(Adler),,,,,,,,,,,,,,,SFFS 2080,,,,,,,,,,,,,,,,,,No. No. no.,,
All I Once Held Dear / Knowing You Jesus Knowing You there ,(Kendrick),,,,,,,,CH506,,,,,,,A&M585,,,,,,,,,W&R357,,,Srce14,,,StF489,,MP799,No. No. no.,,
All I Want,,,,,,,,,,,,,,,,,,,,,,,,,,,,Srce15,,,,,,,,
All I want is to know you Jesus ,,,,,,,,,,,,,,,,,,,,,,,,,,,,Srce2-14,,,,,,,,
All is done for the glory of God,(Nkuinji),,,,,,,,,,MV034,,,,,,,,,,,,,,,,,,,,,,,another song From Cameroon,,
All is nearness,,,,,,ATE 226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All is ready for the Feast!,(Green),,,,,,,,CH373,,,,,,,,,,,,,,,,,,,,,,,,,Too much,Heiliger Geist,
All my days I will sing this song of gladness,(Townend),,,,,,,,CH467,,,,,,,,,,,,,,,,,,,,,,StF343,,,,,
All My Heart Today Rejoices ,,Lk 2:11; Isa 21:11-12,,,,,,,,,,,,,,,,PH021,,,,,CP149,CP(E) 43,,,,,,,,,,A bit twee.,,
All my hope is firmly grounded,(Neander trans. Pratt Green),,,,,,,,,UMH132,,,,,,,,,,,,,,,,,,,,,,,,,,
All my hope on God is founded,(Neander),,TiS 560,AHB 465,,,NCH408,,CH192,,VU654/655,,WoV782,ELW757,,A&M584,,,,,,,CP529,CP(E) 368,,Cha088,,Srce2-15,,82Hml-665,StF455,Lau959,MP016,"Most versions are not inclusive, but the NCH, WoV and Chalice are. Check the version of the hymn in the NCH if you wish to sing this one. I might like the WoV version better, but need to check.",,
All my life,,Ps 73; ,,,,,,,,,,,,,,,,,,,,,,,,,PfAS073A,,,,,,,,,
All my life I'll praise you ,,,,,,,,,,,,,,,,,,,,,,,,,,,,Srce2-16,,,,,,,,
All my life Lord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MP017,,,
All nations of the world ,,Ps 100,,,,,,,,,,,,,,A&M356,,,,,,,,,,,SP193,,,,,,,,,
All of creation rejoices,(Hymn to the Theotokos),,,,,,,,,,,Songs for Liturgy 60,,,,,,,,,,,,,,,,,,,,,,,,
All of My Life,(Bruxvoort-Colligan),Ps 27:4,,,,,,,,,,,,,,,,,,,,,,SP&P140,Ps Project,,,,,,,,,A bit lame.,,
All of our life we will travel a journey / song for the journey,Marshall,A little schmaltzy.,,,AoV2-106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Of Us Belong,(Bruxvoort-Colligan),Gen 9:11,,,,,,,,,,,,,,,,,,,,,,,Worldmaking.net,,,,,,,,,,,
All on earth and all in heaven,(Mangan),,,,,,,,,,,,,,,,,,,,,,,,,,PfAS029A,,,,,,,"Great words sung to the familiar hymn tune EBENEZER ""At God's voice the clouds assemble, thunder roars and torrents fall""… ",,
All over creation,(Murray),Christmas,,,,,,,,,,,,,CoC003,,,,,,,,,,,,,,,,,,,Christmas night,,
All people that on earth do dwell,(Kethe),Ps 23; Ps 67; Ps 100; Ps 148; Ps 150,TiS 59,AHB010,AoV1-025,,NCH007,,CH063,UMH075,VU822,,LBW245,ELW883,GA533,A&M357,HPP8,GtG385 / PH220/221 /,,GC747,GC(II)746,G(3)853,CP349,CP(E) 369,W&R661,Cha018,PfAS100A / PfAS100B,Srce17,,82Hml-377,StF001,Lau466,MP020,"Almost every hymnal has quite masculine words for this classic hymn. I thoroughly recommend you look at the NCH adaptation. It is joyous and very lovely. ""All people that on earth do dwell, sing out your faith with cheerful voice; Delight in God whose praise you tell, whose presence calls you to rejoice"". ",,
All poor ones and humble,(Roberts),Matt 2:1-12; Lk 2:1-20; ,,,,,,,,,VU068,,,,,,,,,,,,CP151,,,,,,,,,,,,,
All praise all glory all blessing,(Zaragoza),Communion response; Gathering,,,AoV1-051,,,,,,,,,,,,,,,,,,CP387,,,,,,,,,,,,,
All praise all honour ,,,,,,,,,,,,,,,,,,,,,,,,,,,,Srce2-18,,,,,,,,
All praise and thanks to God,(Rinkart),,,,,,,,CH813,,,,,,,,,,,,,,,,,,,,,,,,,Ok for some old-world connections.,,
All praise to Christ our Lord and king divine,,,,,,,,,,,,,,,,A&M586,,,,,,,,,,,,,,,,,,,Engelberg,
All Praise to God for Song God Gives ,Sacred Song,,,,,,,,,,,,,,,,,PH328,,,,,,,,Cha008,,,,,,,,,A song about singing songs. I dunno.,
All praise to God who reigns above,(Schutz),"Good, but quite masculine.",,,,,,,,,,,,,,,,,,,,,,CP(E) 370,,,,,,,,,,,,
All praise to our redeeming Lord,(Wesley),,TiS 442,AHB 367,,,,,,UMH554,,,,,,,,,,,,,,CP(E) 371,,,,,,,,,MP019,,,
All praise to our redeeming Lord who joins us by his grace,Charles W esley,Lucius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,StF608,,,,,
All praise to thee for thou O King divine,(Tucker),,,AHB 180,,,,,,UMH166,VU327,,,,,,HPP278,PH542,,,,,,CP(E) 372,,,,,,82Hml-477,,Lau791,,,,
All praise to thee my God this night / All praise be yours my God this night / All praise to you O God this night / Glory to you my God this night,(Ken),Ps 4; Ps 16; Ps 36:7-9; Ps 91; Ps 127; Prov 3:24; Eph 4:25-32,TiS 558,,,,NCH100,,CH223,UMH682,VU440,,LBW278,ELW565,,A&M300,,GtG675,,,,,CP025,CP(E) 14,,,PfAS1046,,URW213,82Hml-043,StF142,,MP176,Evening,TALLIS CANON,
All praise to thee O Lord,(Beadon),Cana,,,,,,,,,,,,,,,,,,,,,,,,,,,,82Hml-138,,,,,,
All Praise to You Creator God,(Maple),ADM BLESSING,,,,,,,,,,,,,,,,,,,,,,,,Cha043,,,,,,,,"A simpel round, nice for a grace.",,
All praise to you eternal Lord,(German hymn),,,,,,,,,,,,LBW048,,,,,,,,,,,,,,,,,,,,,,GELOBET SEIST DU,
All praise to you O God of all creation,(Westendorf),,,,,,,,,,VU297,,,,,,,,,,,,,,,,,,,,,,,,,
All praise to you O Lord,(Beadon),,,,,,,,,,,,LBW078,,,,,,,,,,,,,,,,,,,,,,GARELOCHSIDE,
All round this table here / In Breaking Bread,(Whelan),Communion,BUC songs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All shall be well,(Bradley Roberts / Julian of Norwich),,,,,,,,,,,,,,,,,,,,,,,,,,,,,Music by Heart 12,,,,A lovely simple chant - good for a response to intercessions.,,
All shall be well,,,,,,,,,,,,,,,,,,,,,,,CP222,,,,,,,,,,,,,
All Sisters All Brothers All Of The Earth (India),,,,,,,,,,,,,,,,,,,,,,,,,,,,STB084,,,,,,,,
All that I am ,,,,,,,,,,,,,,,,,,,,,,,,,,,,Srce2-19,,,,Lau600,,,,
All that I am (Cloninger),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MP801,,,
All that I am (Wright),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MP973,,,
All that I am all that I do,(Temple),,,,,,,,CH505,,,,,,,,,,,,,,,,,,,,,,,,,,,
All that I am sings,(Haas),Lk 1:46–55,,,,,,,,,,,,,,,,,G(II)568,GC788,GC(II)773,G(3)892,,,,,,,,,,,,Quite nice. Simple refrain,,
All that I counted as gain,(Joncas),Pretty dull,,,,,,,,,,,,,,,,,G(II)504,,GC(II)680,G(3)792,,,,,,,,,,Lau905,,,,
All that is within me ,,,,,,,,,,,,,,,,,,,,,,,,,,,,Srce2-20,,,,,,,,
All That We Have,Ault,offertory,,,,,,,,,,,,,,,,,G(II)425,GC601,GC(II)597,,,,,,,,,,,,,meh.,,
All that we pray,(Randall),,Beneath the Noise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All the Earth Proclaim God's Glory,Friedman,Very masculine in AHB and AoV,,,,,,,,,,,,,,,,,G(II)374,,,,,,,,,,,,,,,,,
All the earth proclaim the Lord,(Deiss),Ps 100,TiS 60,AHB100,AoV1-184,,,,,,,,,,GA534,,,,,GC552,,,,,,,PfAS100H,,,,,Lau460,,link,"Joyful. Inclusive; The cantored verses are quite masculine in some versions (TiS), but could be changed. ",
All the ends of the earth,(Beall),,,,,,,,,,VU818,,,,,,,,,,,,,,,,,,,,,,,,,
All The Ends Of The Earth,(Haas / Haugen),Ps 98,,,AoV2-143,,,,,,,,,,GA057,,,,G(II)86,GC001,GC(II)55,G(3)070,,,,,,,,,,Lau121,,"Joyful and catchy refrain; verses require a good cantor, or a reader.",,
All the Ends of the Earth,(Dufford),Ps 98,,,AoV1-076,,,,,,,,,,GA420,,,,,GC520,GC(II)526,G(3)604,,,,,,,,,,,,link,"Didn't grab me, but then it did. But there are better songs out there.",
All The Ends Of The Earth,Hurd,Nothing special.,,,AoV1-004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All the Ends of the Earth ,(Brugh),Ps 22; ,,,,,,,,,,,,,,,,,,,,,,,,,PfAS022D,,,,,,,,,
All the Ends of the Earth ,(Hobby),Ps 98; ,,,,,,,,,,,,,,,,,,,,,,,,,PfAS098B,,,,,,,,,
All the Ends of the Earth ,(Harding),Ps 22:27a ,,MelodicArts Catalog (Harding),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ps antiphon or Taizé-style chant ,,
All the gifts / One God and father of us all,(Carlson / Matthews),,,,,,,,,,,,,,,SFFS 2240,,,,,,,,,,,,,,,,,,,,
All the riches of his grace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MP021,,,
All the riches of you ,,,,,,,,,,,,,,,,,,,,,,,,,,,,Srce2-21,,,,,,,,
All the room was hushed and still,(Kendrick),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,StF266,,,"Maybe. It's not amazing, but it's pretty good. ",,
All the saints join in,,Ps 148; ,,,,,,,,,,,,,,,,,,,,,,,,,PfAS148D,,,,,,,,,
All the sleepy should have a place to sleep,(Edwards / PITNEY),Matt 25:31-46; Matt 5:3-10; John 15:7-11; Lk 6:32-36; James 1:14-18; 1John 4:7-8; 1John 4:16-21,TiS 697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All the way ,,,,,,,,,,,,,,,,,,,,,,,,,,,,Srce2-22,,,,,,,,
All the way my Saviour leads me,(Crosby),,,,,,,,,,VU635,,,,,,,,,,,,,,W&R505,Cha559,,,,,,,MP022,,,
All the world can offer ,,,,,,,,,,,,,,,,,,,,,,,,,,,,Srce2-23,,,,,,,,
All the world suffers injustice,(Ninnes),Matt 5:38-48; Lk 6:27-38; ,,,,ATFG543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All things are made in love / We Are Love,(Anderson),,Tune In II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Things Are Possible,(Wesley),Mark 9:23 ,,,,,,,,,,,,,,,,,,,,,,,,,,Srce20,,,,,,,,
All Things are Possible ,(Harding),MARK 10:27; Matt 19:26,,Returning Home (Harding),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Things Are Yours ,(Leech),1 Co 12:12-31a; 1 Co 12:12-31a; Acts 2:42-47; Acts 4:32-35,,,,,,,,,,,,,,,HPP447,,,,,,CP304,,W&R687,,,,,,,,,"A good hymn for the congregation to sing during the offering, if that is your habit. Sung to the tune GERMANY.",,
All things bright and beautiful,(Alexander),"Gen 1:1-2:4a; Gen 2:15-17, 3:1-7; Ps 104;Ps 148;  John 1:1-14; Matt 6:24-34; Eccl 3:11; Matt 6:28-29; Gen 1:31; Ps 104:23-33; John 1:1-9; ",TiS 135,AHB 70,AoVK-110,,NCH031,,CH137,UMH147,VU291,,WoV767,,,A&M533,HPP35,PH267 / GtG020,,,,RS 635,CP415/6,CP(E) 251,W&R30,Cha061,,Srce21,,,StF100,Lau685,MP023,"TIS has Australian words! Chalice has ""In love, God made them all"" which is nice.",Creation,
All Things Come of Thee,(Anon),,,,,,,,,,,,,,,,,,,,,,,,,Cha380,,,,,,,,,,
All things praise thee Lord most high,,,TiS 148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MP024,,,
All to Jesus I surrender ,(Weeden),Acts 1:1-11; Mark 10:17-31; Mark 8:27-38; Matt 16:21-28; Ro 12:1-8; Titus 2:11-14,,,,,,,,,,,,,,,HPP369,,,,,,,,W&R474,,,Srce22,,,,,MP025,,,
All together in one place,,,,,,,,,,,,,,,,A&M234,,,,,,,,,,,SP88,,,,,,,,,
All who are thirsty,Bronw / Robertson,,,,,,,,,,MV004,,,,,,,,,,,,,,,,,,,,,,,,,
All who are thirsty for justice / Come to the Water ,(Makeever),Isa 55,,,AoVNG30,,,,,,,,,,,,,,,,,,,SP&P016,,,,Srce2-24,,,,,,"Nice song, and I really like the lyrics. A good song to be sung by the musicians to welcome the congregation, or before communion. Could be schmaltzy if you're not careful.",,
All who believe and are baptised,(Kingo),Mark 16:6,,,,,,,,,,,LBW194,ELW442,,,,,,,,,CP034,,,,,,,82Hml-298,,,,,,
All Who Claim the Faith of Jesus,,nope.,,,,,,,,,,,,,,,,,G(II)567,GC787,,,,,,,,,,,,,,link,,
All who hunger gather gladly,(Dunstan),communion; Ps 34:8 ; JOHN 6:31-35; John 6:51; ,,,,,,,,,VU460,,,ELW461,,SFFS 2126,,GtG509,G(II)589,GC820,GC(II)817,G(3)852 / G(3)925,,,,Cha419,,,,,,Lau477,,"Words are great; I would sing it to the tune ""holy manna"" but there are some other options if you prefer.",,
All who keep the faith of Jesus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lau359,,,,
All who love and serve your city,(Routley),2 Peter 3:8-15a; John 9:1-41,TiS 634,AHB 562,,,,,,UMH433,,,LBW436,ELW724,,,,PH413 / GtG351,,,,,CP590,CP(E) 373,W&R625,Cha670,,,,82Hml-570,,,,John 9:1-12; Lk 19:39-44; Ezekiel 48:35; John 9:4,I just don't get this hymn.,
All who would see God's greatnes,(Barrell),Christmas,,,,,,,,,,,,,CoC04,,,,,,,,,,,,,,,,,,,,,
All will be well,(Randall),,Beneath the Noise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All will be well,Julian of Norwich/Betty Wendelborn,Isa 3:10; 3 John 1:2,,,,,,,,,,,,,AA002,,,,,,,,,,,,,,,,,,,Simple round. Doesn't grab me.,,
All Will Be Well ,(Wallace),Ro 8:28; Isa 3:10; 3 John 1:2; overdose service,,,,,,,,,,,,,HiOS004,,,,,,,,,,,,,,,,,,,,,
All Will Be Well ,(Julian of Norwich / Warner),,,,,,,,,,,StJ,,,,,HPP564,,,,GC(II)584,G(3)693,,,,,,,,,,,,refrain is good. think this may have verses?,sound sample,
All Will Finish Well,(Brown),,,,,,,,,,,,,,,,,,,,,,,Tune In,,,,,,,,,,,,
All with joyful expectation,(Morgan),Ps 30; ,,,,,,,,,,,,,,,,GtG798,,,,,,,,,PfAS030C,,,,,,,"Good celebratory words of resurrection and hope of new life. The tune YISRAEL V'ORAITA is very similar to LEONI, but has a significant change in the last line. Be aware!",,
All ye that pass by ,,,,,,,,,,,,,,,,,,,,,,,,,,,,Srce2-25,,,,,MP026,,,
All ye who seek a comfort sure,,,,AHB 606,,,,,,,,,,,,,,,,,,,,CP(E) 101,,,,,,,,Lau212,,,,
All ye who seek for sure relief,,,,,,,,,,,,,,,,A&M140,,,,,,,,,,,,,,,,,,,St Bernard,
All you nations sing out for joy to the Lord,(Deiss),,TiS 36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Good refrain, but verses are very masculine.",,
All you nations sing out your joy to the Lord,(Deiss),,,,,,,,,,,,,,GA353,,,,,,,,,,,,,,,,,,,blah,,
All you that seek the Lord who died,Charles W esley,W arrington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,StF294,,,,,
All You Who Are Thirsty,(Connolly),,,,,,,,,,,,,,,,,,G(II)348,GC501,,RS 644,,,,,,,,,,,,okay. Nice words. Tune ok. Works best with a cantor and congregational refrain. Better ones out there.,link,
All You Who Pass this Way,(Berthier),,,Taizé,,,,,,,,,,,GA331,,,,,GC421,,RS 567,,,,,,,,,,Lau233,,Would be great on Good Friday. Simple chant and (I presume) cantored verses.,link,
All You Works of God,(Haugen),"Ps 19; Ps 148; Cosmic Praise, Gathering; Sending forth; DANIEL 3:52–90",,,AoV1-019,,,,CH151,,,,,,GA397,,,,G(II)340,GC493,GC(II)498,G(3)575,,,W&R39,,,,,,,,,Joyful cantor and response. Worth a look; the sound sample on OneLicence is a bit silly. ,,
All you works of God bless the Lord,(Starke),Ps 148; ,,,,,,,,,,,,,,,,,,,,,,,,,,,URW097,,,,,Joyful words of creation's celebration to the Jamaican tune LINSTEAD. Fun!,,
All your commandments father almighty,(Idle),,,,,,,,,,,,,,,,,,,,,,,,,,PfAS119O,,,,,,,,,
All-consuming all-embracing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MP800,,,
All-creating heavenly giver,,,,,,,,,,,,,,,,A&M485,,,,,,,,,,,SP150,,,,,,,,,
Alle Alle Allelujah ,(Angotti),,,,AoVNG007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fun refrain; verses have themes of ""Speak O Lord, your servant is listening"" "" You have words of everlasting life""",,
Allelu Allelu everybody sing allelu,,,,,,ATE 227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alleluia,(Duncan),Ps 105-107 ; Ps 111-114 ; Rev 19:1-6,,,,ATW 457,,Iona (T1AU),CH751,,MV050,StS017,,,,,,,,,GC(II)260,G(3)328,,,,,,,URW402,,,,,simple Alleluia,Gather version has a descant cantor part.,
Alleluia,(Hughes),,,,,,,,,,,StS024,,,,,,GtG588,,,,,,,,,,,,,,,,"Call and response Alleluia, in 7/8. Energetic and joyful",*add*,
Alleluia,(Pavlechko),Ps 105; ,,,,,,,,,,,,,,,,,,,,,,,,,PfAS105B,,,,,,,Jazzy!,,
Alleluia,(O'Carroll / Walker),Ps 118; ,TiS 257,,,,,,,,,,WoV613,,,,,,,,,G(3)334,,,W&R736,,PfAS118G / SP233,,,,,,,Celtic Alleluia.,Versions have different lyrics for the verses. Some more inclusive than others. The chorus is great just on its own.,
Alleluia,(Plainsong),Ps 149; ,,,,,,,,,,,,,,,,,,,,,,,,,PfAS149A,,,,,,,,,
Alleluia,(Taizé),,,Taizé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A nice simple Alleluia with a Slava tiebje boje in it.,,
Alleluia,(McClellan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,Music by Heart 02,,,,Tricky. Need to try this.,,
Alleluia,Salisbury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lau534,,,,
Alleluia,(Plainsong),Alleluia,,,,,,,,,,,WoV611a,,,,,,,,,,,,,,,,,,,,,Very simple and nice.,Gospel Acclamation,
Alleluia,(Sinclair),ALLELUIA,,,TOSB006,,,,,UMH186,,StJ,,,,,,,,,,,,,W&R316,Cha106,,,,,,,,Very simple (maybe boring),,
Alleluia,Anon,,,,,ATE 248,,,,,,,,,,,,,,,,,,,,,,,,,,,,Just a fairly plain alleluia,,
Alleluia,(King),,,,,,,,,,,Songs for Liturgy 100,,,,,,,,,,,,,,,,,,,,,,,,
Alleluia,(Svoboda),,,,,,,,,,,Songs for Liturgy 101,,,,,,,,,,,,,,,,,,,,,,,,
Alleluia,(Martin),,,,,,,,,,,Songs for Liturgy 102,,,,,,,,,,,,,,,,,,,,,,,,
Alleluia,(Ojibway),,,,,,,,,,,Songs for Liturgy 104,,,,,,,,,,,,,,,,,,,,,,"A simple unison Alleluia, based on an Ojibway lullaby",,
Alleluia,(Syro-Malankara),,,,,,,,,,,Songs for Liturgy 105,,,,,,,,,,,,,,,,,,,,,,,,
Alleluia,(Goff),,,,,,,,,,,Songs for Liturgy 89,,,,,,,,,,,,,,,,,,,,,,A bit dull,,
Alleluia,(Dole),,,,,,,,,,,Songs for Liturgy 90,,,,,,,,,,,,,,,,,,,,,,A bit dull,,
Alleluia,(King),,,,,,,,,,,Songs for Liturgy 91,,,,,,,,,,,,,,,,,,,,,,"Good, not great.",,
Alleluia,(Kedron),,,,,,,,,,,Songs for Liturgy 92,,,,,,,,,,,,,,,,,,,,,,A bit dull,,
Alleluia,(New Skete),,,,,,,,,,,Songs for Liturgy 93,,,,,,,,,,,,,,,,,,,,,,A bit dull,,
Alleluia,(Roderick),,,,,,,,,,,Songs for Liturgy 94,,,,,,,,,,,,,,,,,,,,,,Fun two part canon!,,
Alleluia,(Armenian),,,,,,,,,,,Songs for Liturgy 95,,,,,,,,,,,,,,,,,,,,,,Cool Armenian Second Mode chant with a drone.,,
Alleluia,(Mixolydian),,,,,,,,,,,Songs for Liturgy 96,,,,,,,,,,,,,,,,,,,,,,,,
Alleluia,(Fabian),,,,,,,,,,,Songs for Liturgy 97,,,,,,,,,,,,,,,,,,,,,,,,
Alleluia,(Kovalyevsky),,,,,,,,,,,Songs for Liturgy 98,,,,,,,,,,,,,,,,,,,,,,,,
Alleluia,(Melkite),,,,,,,,,,,Songs for Liturgy 99,,,,,,,,,,,,,,,,,,,,,,,,
Alleluia ,(Phares),,,,,,,,,,,,,,,,,,,,,,,,,,,,,Music by Heart 49,,,,,,
Alleluia (Advent 4),(Walker),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lau71,,,,
Alleluia (Belmont),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lau1003,,,,
Alleluia (Bévenot),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lau536,,,,
Alleluia (BYZANTINE) ,,,,,,,,,,,,StS087,,,,,,,,,,,,,,,,,,,,,,,,
Alleluia (Christmas),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lau122,,,,
Alleluia (Dean),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lau537,,,,
Alleluia (Gouin),Gouin,Simple.,,,,,,,,,,,,,,,,,,GC260,,,,,,,,,,,,,,link,,
Alleluia (Hughes),Hughes / Joyful Alleluia,Fun call and response in 7/8.,,,,,,,,,,,,,,,,,,GC262,GC(II)267,RS 400,,,,,,,,,,,,link,,
Alleluia (Iona),(Iona),Alleluia,TiS 701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A simple Alleluia,,
Alleluia (Kiev),(Taizé),,,Taizé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,An extended and quite lovely alleluia,http://www.Taizé.fr/spip.php?page=chant&song=11116&lang=en,
Alleluia (Mass of Remembrance),(Haugen),Simple round,,,,,,,,,,,,,,,,,,GC198,GC(II)211,RS 343,,,,,,,,,,,,link,,
Alleluia (Mawby),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lau535,,,,
Alleluia (Monteiro),(Monteiro),,,,,,,,,,MV054,,,,,,,,,,,,,,,,,,,,,,,A Brazilian Allulia,,
Alleluia (Paschal),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lau261,,,,
Alleluia (Proulx),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lau538,,,,
Alleluia (Resurrection),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lau543,,,,
Alleluia (Russian),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lau544,,,,
Alleluia (Salisbury),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lau534,,,,
